OBJECTID,REF_NUMBER,TIME,SEVERITY,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,ACCIDENT_DESCRIPTION
4087,181803464,805,1,2,1,0,1,0,0,1
4093,181803530,1346,1,2,2,0,0,0,1,2
4105,181803704,25,1,2,1,1,0,0,0,5
3074,161609337,2027,1,2,1,0,0,1,0,2
484,141405357,750,2,2,1,0,0,1,0,1
492,141405439,1429,1,2,1,1,0,0,0,5
513,141405566,2130,1,2,1,0,1,0,1,3
516,141405616,957,1,2,1,0,0,0,0,3
531,141405761,1207,1,4,1,0,0,0,0,2
533,141405801,1330,1,2,1,0,0,0,0,2
543,141405760,1150,1,2,1,0,0,0,0,2
623,141406395,2130,1,2,2,0,0,0,0,3
624,141406397,1700,1,1,1,1,0,0,0,5
628,141406535,830,1,2,1,0,1,0,0,1
632,141406561,1349,1,2,2,0,0,0,0,1
572,141406071,2221,1,2,2,0,0,0,0,3
575,141406083,710,1,2,1,0,0,0,0,1
638,141406610,1645,2,1,1,1,0,0,0,5
643,141406681,1625,1,2,1,0,0,0,0,2
644,141406684,1045,1,1,1,1,0,0,0,5
761,141407619,830,1,2,1,0,0,0,0,1
773,141407701,1435,1,2,2,0,0,0,0,1
775,141407706,1525,1,2,1,0,0,1,0,1
796,141407997,1835,1,2,1,0,1,0,0,1
800,141408069,730,1,2,1,0,1,0,0,3
667,141406875,1658,1,2,2,0,0,0,0,1
673,141406831,825,1,2,1,0,0,0,1,2
675,141406897,815,2,1,1,1,0,0,1,5
681,141406997,759,1,2,1,0,1,0,0,3
689,141406963,1540,1,1,1,1,0,0,0,5
694,141407046,415,2,2,1,0,0,0,0,1
696,141407058,715,1,2,1,0,1,0,0,2
698,141407063,910,1,2,1,0,0,0,0,2
703,141407176,2315,1,1,2,2,0,0,0,5
704,141407196,1844,1,2,3,0,0,0,0,3
717,141407232,1830,1,1,1,1,0,0,0,5
731,141407398,1525,1,3,1,0,0,0,0,2
733,141407422,1517,1,2,3,0,0,0,1,2
735,141407435,1053,1,1,1,0,0,0,0,1
736,141407449,1730,1,2,1,0,1,0,0,1
738,141407471,100,1,1,1,1,0,1,0,5
748,141407420,845,1,2,1,0,1,0,0,3
752,141407555,900,1,1,1,1,0,0,0,5
755,141407585,1512,1,2,1,0,0,0,0,1
813,141408264,953,1,2,1,0,1,0,0,3
815,141408009,1749,1,1,1,1,0,0,0,5
829,141408468,1351,1,2,1,0,1,0,0,1
843,141408591,1650,1,3,1,0,0,0,0,1
961,141500111,1245,1,2,1,0,0,0,0,3
977,141500127,1545,1,2,3,0,0,0,0,2
978,151500198,1540,1,1,1,1,0,1,0,5
979,151500203,1600,1,2,1,0,0,1,0,1
985,151500372,843,1,2,1,0,1,0,0,1
853,141408746,1815,1,2,1,0,1,0,0,1
863,141408951,1740,1,1,1,1,0,0,0,5
888,141409243,1945,2,1,1,1,0,0,0,5
892,141409264,1742,1,2,1,0,0,1,0,1
897,141409227,948,1,2,1,0,1,0,0,1
907,141500044,1848,1,1,1,1,0,0,0,5
921,141408532,1110,1,1,1,1,0,0,0,5
923,141408568,1230,1,2,1,0,1,0,0,3
927,141408671,1830,1,2,1,0,0,1,0,3
930,141408703,1408,2,1,1,1,0,0,0,5
935,141408771,1530,1,2,1,0,0,1,0,1
992,141407671,1724,1,2,1,0,1,0,0,1
994,141500107,155,2,1,1,1,0,0,0,5
996,151500258,915,1,2,1,0,0,0,0,2
1013,141500610,1700,1,2,1,0,1,0,0,1
1027,151500777,1515,1,1,1,1,0,0,1,5
1030,151500875,800,1,1,1,1,0,0,1,5
1036,151500755,915,2,2,1,1,0,0,0,5
1046,151501054,2002,1,2,1,0,1,0,0,1
1131,151501694,900,1,2,1,0,1,0,0,1
1057,151500948,1710,1,2,1,0,0,0,0,3
1064,151501191,1520,1,2,1,0,1,0,0,1
1074,141402918,830,1,1,1,1,0,0,0,5
1086,151501349,1755,1,2,1,0,1,0,0,3
1094,151501502,2130,1,2,1,0,1,0,0,1
1097,141501320,1215,1,2,1,0,0,0,0,1
1158,151501935,1436,1,2,1,0,0,0,0,2
1160,151502056,1545,1,2,1,0,0,0,0,3
1162,151502202,955,1,3,1,0,0,0,0,2
1173,151502311,1700,1,2,1,0,1,0,0,1
1297,151503276,1419,1,1,1,1,0,0,0,5
1299,151503311,1513,2,1,1,1,0,0,0,5
1305,151503082,840,1,2,1,1,0,0,1,5
1315,151503435,2304,1,1,1,0,0,0,0,4
1178,151502333,839,1,2,1,0,0,1,0,1
1179,151502072,1601,1,2,1,0,0,0,0,3
1180,151502111,2340,1,1,1,1,0,0,0,5
1183,151502334,1245,1,2,1,0,0,1,0,3
1189,151502360,1315,1,1,1,1,0,0,0,5
1196,141400067,2340,2,1,1,1,0,0,0,5
1199,141407716,1110,1,2,1,0,1,0,0,1
1201,141407756,1630,1,2,1,0,1,0,0,3
1220,141500818,2214,1,2,1,0,0,0,0,1
1230,151502592,956,1,2,1,0,0,0,0,1
1232,151501194,1548,1,2,3,0,0,0,2,2
1238,151502651,1508,1,2,2,0,0,0,0,6
1245,151502730,1600,1,1,1,1,0,0,1,5
1318,151503474,858,1,2,1,0,1,0,0,2
1331,151503526,1220,1,1,1,1,0,0,1,5
1333,151503552,1605,1,2,1,0,1,0,0,3
1339,151503657,1630,1,2,2,0,0,0,0,2
1261,151502833,2000,1,2,1,0,1,0,0,3
1342,151503580,1700,1,1,1,1,0,0,0,5
1345,151503889,848,1,2,3,0,0,0,1,1
1464,151504772,2240,1,2,1,0,0,0,0,2
1469,151504961,1540,1,2,2,0,0,0,0,3
1503,151505297,1630,1,3,2,0,0,0,1,1
1354,151503866,1018,1,1,1,1,0,0,0,5
1363,151504174,1154,1,2,1,0,1,0,0,2
1366,151504183,1915,1,1,2,1,0,0,0,5
1371,151503366,1700,2,2,1,0,1,0,0,1
1374,151503456,800,1,2,1,0,1,0,0,1
1383,151503702,1600,1,1,1,1,0,0,1,5
1397,151503841,915,1,1,1,1,0,0,0,5
1400,151503859,1639,2,2,1,0,1,0,1,1
1403,151503993,1745,1,2,3,0,0,0,0,1
1417,151504390,1849,1,1,1,0,0,0,0,4
1419,151504235,1350,1,1,1,1,0,0,0,5
1423,151504428,1905,1,2,1,0,0,0,0,1
1448,151504680,1345,1,2,1,0,0,0,0,1
1452,151504751,2333,1,2,1,0,0,0,0,3
1454,151504766,910,1,2,2,0,0,0,0,3
1511,151505399,1811,1,2,1,0,1,0,0,3
1512,151505408,2045,1,2,1,0,0,0,0,1
1532,151505587,1555,1,1,1,1,0,0,0,5
1536,151505628,20,1,1,1,1,0,0,0,5
1664,151506872,2045,1,2,1,0,0,0,0,4
1670,151506920,1845,1,2,1,0,0,0,0,2
1674,151506954,910,1,2,1,0,1,0,0,3
1686,151507059,2100,1,1,1,1,0,0,1,5
1687,151507068,1400,1,1,1,1,0,0,1,5
1688,151507075,855,1,2,1,0,1,0,0,3
1695,151507276,1440,1,2,1,0,0,0,0,3
1699,151507328,810,1,1,1,1,0,0,1,5
1560,151505814,1800,1,2,1,0,0,1,0,1
1563,151505839,1559,2,1,1,1,0,0,1,5
1569,151505926,255,1,1,1,0,0,0,0,3
1571,151505677,1840,1,1,1,1,0,0,1,5
1573,151505809,1015,1,1,1,1,0,0,0,5
1576,151505961,1548,1,2,1,0,1,0,0,3
1590,151505724,2200,1,2,1,0,0,0,0,1
1591,151505783,1638,1,2,1,0,0,1,0,3
1593,151505870,2200,1,2,1,0,0,0,0,1
1595,151506109,1745,1,2,1,0,0,0,0,3
1604,151506006,1713,1,2,1,0,1,0,0,3
1612,151506365,1521,1,2,1,0,1,0,0,3
1615,151506419,1637,1,1,1,1,0,0,0,5
1616,151506450,1115,2,2,1,0,1,0,0,3
1617,151506457,1244,1,2,1,0,0,0,0,3
1624,151506501,121,1,1,1,0,0,0,0,3
1640,151506374,1720,1,2,1,0,0,0,0,4
1645,151506757,1531,1,1,1,1,0,0,0,5
1718,151507227,710,1,2,1,0,1,0,0,3
1734,151507366,1040,1,2,2,0,0,0,0,3
1749,151507784,845,1,2,1,1,1,0,1,5
1754,151507804,1753,1,2,1,0,0,0,0,3
1756,151507843,1230,1,2,1,0,1,0,0,2
1827,151508402,1430,1,2,1,0,1,0,0,2
1844,151508192,1715,1,2,1,0,1,0,0,6
1771,151506738,1500,1,2,1,0,0,0,0,2
1793,151507722,530,1,2,1,0,1,0,0,3
1796,151507970,1640,1,2,1,0,1,0,0,3
1862,151508683,2025,1,2,2,0,0,0,0,3
1880,151508757,1605,1,2,1,1,0,0,0,5
1993,161600943,1100,2,1,1,1,0,0,0,5
2000,161601016,1157,1,2,1,0,1,0,0,1
1893,151508973,437,3,1,1,1,0,0,0,5
1899,151509093,2048,1,4,1,0,0,0,0,3
1910,151509245,859,1,4,1,0,0,1,0,6
1915,151509163,1930,1,2,1,0,0,0,0,2
1922,151509188,15,1,2,1,0,1,0,0,3
1937,151600225,1945,1,2,1,0,1,0,0,2
1950,151600394,1515,1,2,1,0,1,0,0,1
2014,151509214,2025,1,2,1,0,1,0,0,1
2017,161600961,1230,1,2,1,0,0,0,0,2
2026,161601204,2124,1,2,1,1,0,0,0,1
2033,161601263,1502,1,2,1,0,1,0,0,1
2036,161601297,1635,1,1,1,1,0,0,0,5
2037,161601324,1555,1,4,1,0,0,0,0,1
1958,151600622,955,1,2,4,0,0,0,0,1
1961,151600635,1815,1,2,1,0,0,0,0,2
1986,161600868,1947,1,2,2,0,0,0,0,3
1990,151600918,2030,2,2,1,0,0,1,0,1
1991,161600920,1130,1,1,1,1,0,0,0,5
2039,161601347,1108,1,3,2,0,0,0,0,4
2042,161601099,1708,1,2,1,0,0,0,0,2
2047,161601393,830,1,5,1,0,0,0,0,1
2152,161602489,654,2,2,2,1,0,1,0,2
2159,161602088,1823,1,1,1,1,0,0,1,5
2164,161602348,2135,2,3,2,0,0,0,0,1
2167,161602507,1815,2,2,1,0,1,0,0,1
2172,161602570,1425,1,2,1,0,1,0,0,2
2175,161602661,1915,1,1,1,1,0,0,0,5
2181,161602686,1734,1,2,2,0,0,0,0,2
2182,161602688,700,1,2,3,0,0,0,0,1
2185,161602710,1245,1,2,1,0,1,0,0,4
2067,161601617,1940,2,1,1,1,0,0,0,1
2070,161601627,750,1,2,1,0,1,0,0,1
2084,161601794,1855,1,2,1,0,0,1,0,6
2089,161601790,353,2,1,2,1,0,1,0,5
2090,161601803,900,1,3,1,0,2,0,0,1
2097,161601879,831,1,1,1,1,0,0,1,5
2118,151602010,1040,1,2,1,0,0,1,0,1
2124,161602120,1542,1,1,1,1,0,0,0,5
2128,161602139,1845,1,2,1,0,1,0,0,1
2134,161601947,1830,1,2,1,0,1,0,0,1
2144,161602429,1320,1,2,1,0,0,0,0,2
2190,161602670,1205,1,3,1,0,0,0,0,2
2200,161602792,1300,1,3,1,0,0,0,0,2
2202,161602840,2255,1,3,1,0,0,0,0,2
2218,161603011,2043,1,2,1,0,1,0,0,1
2223,161603034,1051,1,1,1,0,0,0,0,4
2227,151603059,1830,2,1,1,1,0,0,0,1
2235,161603095,1940,1,2,1,0,0,1,0,2
2242,161603200,1500,1,2,1,0,0,0,0,2
2247,161603085,1810,1,2,1,0,1,0,0,3
2250,161603281,1607,1,1,1,1,0,0,0,4
2328,161604350,1305,1,1,2,0,0,1,0,4
2341,161604527,1723,1,2,1,0,1,0,0,1
2266,161603544,1745,1,1,1,1,0,0,0,5
2272,161603586,1120,1,2,1,0,0,0,0,4
2273,161602578,1703,1,2,1,0,0,0,0,4
2475,161605593,1305,1,2,1,0,0,0,0,2
2478,161605790,1520,1,1,1,1,0,0,0,5
2481,161605873,1550,1,2,1,0,1,0,1,1
2482,161605887,1015,1,2,1,1,0,0,0,5
2486,161605919,1318,1,4,2,0,0,0,0,2
2495,161605937,2152,1,1,1,0,0,0,0,4
2496,161605945,1645,2,2,1,0,1,0,0,3
2504,161605811,1730,1,2,1,0,1,0,0,1
2508,161606195,1245,1,2,1,0,0,0,0,2
2509,161606196,955,1,2,1,0,0,0,0,1
2359,161604211,730,1,2,1,0,0,1,0,1
2366,161604799,1830,1,1,1,1,0,0,0,5
2371,161604357,935,1,2,1,0,1,0,0,1
2378,161604869,1114,1,2,1,0,0,0,0,2
2387,161605018,1525,1,1,1,1,0,0,1,5
2400,161605070,1111,1,2,1,0,0,0,0,4
2402,161605091,1330,1,1,1,0,0,0,0,4
2428,161605303,1730,1,2,1,1,0,0,0,5
2429,161605346,910,1,2,1,0,1,0,0,3
2432,161605364,1446,1,2,1,0,1,0,1,2
2454,161605575,2038,1,2,1,1,0,0,0,1
1,141400010,830,1,2,1,0,0,0,0,1
4,141400147,1800,1,2,1,0,1,0,0,3
10,141400247,2010,1,2,1,0,0,1,0,2
16,141400333,2200,1,2,2,0,0,0,0,4
27,141400594,1715,1,2,1,0,1,0,0,3
53,141400969,740,1,2,1,0,1,0,0,1
59,141401074,1040,1,2,1,0,0,0,0,1
62,141401118,1815,1,2,1,0,1,0,0,3
67,141401188,720,2,2,1,0,0,1,0,3
73,141401261,1950,1,2,1,0,1,0,0,3
74,141401280,825,1,2,1,0,1,0,0,1
75,141401342,1830,1,1,1,0,0,0,0,4
76,141401350,1312,2,1,1,0,0,0,0,4
80,141402345,624,1,3,1,0,0,0,0,4
85,141402351,1020,1,2,1,0,1,0,0,1
86,141402352,842,1,3,1,0,0,0,0,3
106,141401185,2245,1,2,1,0,0,0,0,3
36,141400714,2100,1,2,1,0,0,1,0,1
126,141401756,1814,1,3,1,0,0,0,0,2
129,141401930,2050,1,2,1,0,0,0,0,3
136,141402249,1555,1,1,1,1,0,0,1,5
151,141402606,1125,2,2,1,0,0,0,0,3
152,141402611,1713,1,2,1,0,0,0,0,1
155,141402896,1251,1,1,1,1,0,0,1,5
265,141403250,848,1,2,1,0,0,0,0,1
281,141403426,1855,1,3,1,0,0,0,0,2
284,141403452,130,1,2,1,0,1,0,0,3
287,141403475,900,1,2,1,0,1,0,0,1
163,141402976,820,1,2,1,0,0,1,0,3
165,141401447,1645,1,2,1,0,0,1,0,3
168,141401544,1029,1,2,1,0,1,0,0,1
171,141401660,1645,1,2,1,0,0,1,0,1
174,141401875,835,1,2,1,0,0,0,0,1
178,141401925,830,1,2,1,0,0,0,0,3
193,141402216,2022,2,2,1,0,0,1,0,1
199,141402941,1350,1,2,3,0,0,0,0,3
201,141402954,1545,1,1,1,1,0,0,1,5
202,141402978,1510,2,2,1,0,1,0,0,1
216,141403531,730,1,3,1,0,0,0,0,1
217,141403602,1845,1,2,1,0,1,0,0,1
233,141402755,700,1,2,1,0,0,0,0,2
235,141402774,840,1,2,1,0,1,0,0,1
245,141402963,925,1,3,1,0,0,0,0,1
312,141403806,2158,1,1,1,0,0,0,0,4
313,141403810,1512,1,2,1,0,1,0,0,1
316,141403816,2005,1,2,1,0,0,0,0,3
318,141403858,850,1,1,1,1,0,0,0,5
335,141403958,915,1,2,1,0,1,0,0,1
339,141404031,1809,2,2,1,0,0,1,0,3
340,141404035,2100,2,2,1,0,1,0,1,1
430,141404763,2130,3,1,1,1,0,0,0,5
432,141404800,1035,1,2,1,0,1,0,0,6
441,141404882,1315,1,2,1,0,1,0,0,1
364,141404404,1412,1,2,1,0,0,0,0,3
374,141404538,1752,1,2,1,0,0,0,1,3
379,141404566,1735,1,2,1,0,1,0,0,3
389,141404617,1815,1,2,1,0,1,0,0,3
395,141404394,1745,1,2,1,0,1,0,0,1
408,141404638,20,1,1,1,1,0,0,0,5
461,141405007,45,1,1,1,1,0,0,0,5
474,141405136,1750,1,1,1,1,0,0,0,5
591,141406195,1720,1,2,3,0,0,0,0,1
609,141406400,2130,1,2,1,0,1,0,0,6
